no;codigo;nome;descricao;pasta;classificacao;autor;numero_revisao;ultima_revisao;data_aprovacao;proxima_revisao;data_validade;documentos_controlados;matriz;sub_area
1030;POP.712;Calibração Operacional - Densímetro;;Testes HC;Procedimento Operacional Padrão;Taís Flores;;2021-07-05;2021-10-01;2025-12-20;2026-02-16;Sim;HMC;0
1031;POP.714;Limpeza e Manutenção - Leitor TESS;;TESS;Procedimento Operacional Padrão;Elisa Peres;;2021-07-22;2021-09-13;2025-09-08;2025-12-08;Sim;MONTAGEM;Leitura no Tracer
1032;POP.717;Manual Operacional - Fita manual CM 9300;;CM 9300;Procedimento Operacional Padrão;Nathália Brandão;;2021-08-05;2021-10-07;2026-08-19;2026-11-17;Sim;SURFAÇAGEM;Fitagem
1033;POP.718;Manual Operacional - Toroflex;;Toroflex;Procedimento Operacional Padrão;Pauline Gomez;;2021-08-18;2022-08-18;2026-08-18;2026-11-16;Sim;SURFAÇAGEM;Polimento
1034;POP.719;Limpieza y Mantenimiento - Toroflex;;Toroflex;Procedimento Operacional Padrão;Pauline Gomez;;2021-08-18;2022-08-18;2026-08-18;2026-11-16;Sim;;
1035;POP.720;Preparação de Químicos - D6 (Destratadora);;D6;Procedimento Operacional Padrão;Francisco Glauber;1;2023-05-18;2025-11-07;2026-11-07;2027-02-05;Sim;;
1036;POP.721;Preparação de Químicos - CCM Mithril 1.5;;CCM;Procedimento Operacional Padrão;Francisco Glauber;1;2023-01-20;2024-03-24;2026-03-24;2026-06-22;Sim;HMC;0
1037;POP.722;Fluxograma - Troca de Blocos com Defeitos;;Estoque / Expedição;Procedimento Operacional Padrão;Taís Flores;;2021-09-01;2021-09-13;2026-04-06;2026-07-08;Sim;QUALIDADE;0
1038;POP.725;Limpeza e Manutenção - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;1;2022-05-19;2022-06-15;2026-06-15;2026-09-14;Sim;MONTAGEM;Corte Armação MEI
1039;POP.726;Manual Operacional - FOG ID MK 200;;07-FOG;Procedimento Operacional Padrão;Lucineide Pereira;;2021-11-04;2021-11-05;2026-07-07;2026-10-06;Sim;HMC;0
1040;POP.727;Manual Operacional - Extração de Defeito Cosmético (Decide);;DECIDE;Procedimento Operacional Padrão;José Roberto;;2021-11-04;2022-03-08;2026-08-10;2026-11-09;Sim;SURFAÇAGEM;0
1041;POP.728;Manual Operacional - Desblocagem;;08-Desblocadora;Procedimento Operacional Padrão;Laura Vaz;2;2024-05-22;2024-08-05;2026-08-05;2026-11-03;Sim;SURFAÇAGEM;Desblocagem
1042;POP.729;Limpeza e Manutenção - Desblocagem;;08-Desblocadora;Procedimento Operacional Padrão;Nathália Brandão;;2021-12-02;2021-12-08;2026-08-07;2026-11-06;Sim;SURFAÇAGEM;Desblocagem
1043;POP.730;Limpeza e Manutenção - Coloração;;04-COLORAÇÃO;Procedimento Operacional Padrão;Nathália Brandão;1;2022-10-10;2023-03-03;2026-03-02;2026-05-31;Sim;COLORAÇÃO;COLORAÇÃO
1044;POP.731;Limpeza e Manutenção - Syrus;;Syrus 3C;Procedimento Operacional Padrão;Renan Barbosa;;2021-11-18;2021-11-23;2026-07-07;2026-10-06;Sim;;
1045;POP.732;Processo de Impressão e Certificação da Expedição - Lab Rio;;LabRio;Procedimento Operacional Padrão;Samira Amaro;1;2024-04-22;2024-05-08;2026-05-08;2026-08-07;Sim;;
1046;POP.733;Manual Operacional - Planejamento e Controle da Produção - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;1;2022-05-05;2022-05-23;2026-08-21;2026-11-19;Sim;;
1047;POP.734;Manual Operacional - Produto Não Conforme - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;1;2023-06-15;2023-06-15;2026-06-15;2026-09-14;Sim;;
1048;POP.735;Manual Operacional - Abastecimento de Lentes - LabRio;;LabRio;Procedimento Operacional Padrão;Maria Riclecia da Silva;2;2023-06-12;2023-10-02;2025-10-01;2025-12-30;Sim;;
1049;POP.736;Manual Operacional - Cancelamento de Pedido - Lab Rio;;LabRio;Procedimento Operacional Padrão;Evellyn Santos;2;2025-07-10;2025-08-25;2026-08-25;2026-11-23;Sim;;
1050;POP.737;Manual Operacional - Digitação de Pedido - Lab Rio;;LabRio;Procedimento Operacional Padrão;Evellyn Santos;1;2023-10-16;2024-04-29;2026-05-15;2026-11-14;Sim;;
1051;POP.738;Manual Operacional - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;1;2025-02-21;2025-02-21;2026-02-21;2026-05-22;Sim;SPIN;SPIN
1052;POP.739;Limpeza e Manutenção - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;1;2025-02-21;2025-02-21;2026-02-21;2026-05-22;Sim;SPIN;SPIN
1053;POP.740;Preparação de Químicos - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;1;2025-02-21;2025-02-21;2026-02-21;2026-05-22;Sim;SPIN;SPIN
1054;POP.741;Controle de Parâmetros - Spin MRIII;;05-SPIN;Procedimento Operacional Padrão;Renan Barbosa;1;2025-02-21;2025-02-21;2026-02-21;2026-05-22;Sim;SPIN;SPIN
1055;POP.742;Manual Operacional - Coloração (manual);;04-COLORAÇÃO;Procedimento Operacional Padrão;Stephany Christine;1;2022-06-20;2022-06-20;2025-12-15;2026-03-01;Sim;COLORAÇÃO;COLORAÇÃO
1056;POP.743;Manual Operacional - Abertura de Perdas Interna da Produção - Technopark;;Technopark;Procedimento Operacional Padrão;Laura do Amaral Gurgel;1;2025-08-25;2025-08-29;2026-08-29;2026-11-27;Sim;;
1057;POP.744;Manual Operacional - Recebimento de Pedido no Relacionamento - LabRio;;LabRio;Procedimento Operacional Padrão;Vanessa Santana da Silva;2;2025-07-10;2025-08-25;2026-08-25;2026-11-23;Sim;;
1058;POP.745;Manual Operacional - Produto e Insumo Não Conforme - Technopark;;Technopark;Procedimento Operacional Padrão;Aline Franco;4;2023-10-31;2023-11-03;2025-11-02;2026-01-31;Sim;;
1059;POP.747;Monitoramento de Realimentação do Cliente - LabRio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;4;2024-06-03;2024-06-03;2026-06-03;2026-09-02;Sim;;
1060;POP.748;Manual Operacional - Inspeção Final - Technopark;;09-Inspeção Final;Procedimento Operacional Padrão;Guilherme Alves;;2022-04-01;2022-05-11;2026-01-19;2026-04-20;Sim;HMC;0
1061;POP.749;Calibração Operacional - Lensômetros Digitais;;Lensômetro;Procedimento Operacional Padrão;Anderson Smaniotto;1;2024-12-02;2024-12-23;2025-12-23;2026-03-23;Sim;QUALIDADE;CALIBRAÇÃO
1062;POP.750;Manual Operacional - Sala de Armação - LabRio;;LabRio;Procedimento Operacional Padrão;Maria Riclecia da Silva;;2022-04-07;2022-04-13;2026-07-07;2026-10-06;Sim;;
1063;POP.751;Limpieza y Mantenimiento - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-04-19;2026-06-11;2026-09-10;Sim;;
1064;POP.752;Limpeza e Manutenção - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-06-02;2026-06-10;2026-09-09;Sim;MONTAGEM;0
1065;POP.753;Calibración Operativa - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;Sim;;
1066;POP.754;Control de Parámetros - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;Sim;;
1067;POP.755;Calibração Operacional - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-04-19;2026-06-10;2026-09-09;Sim;MONTAGEM;0
1068;POP.756;Controle de Parâmetros - 4Racer;;4Racer;Procedimento Operacional Padrão;Edgar Casallas;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;Sim;MONTAGEM;0
1069;POP.757;Manual Operacional - Sala de Armação - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;1;2023-06-19;2023-08-11;2026-08-10;2026-11-09;Sim;;
1070;POP.758;Manual Operacional - Digitação, Alteração e Solicitação de Cancelamento de Pedido - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;2;2023-10-09;2023-11-03;2025-11-02;2026-01-31;Sim;;
1071;POP.759;Calibração Operacional - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;1;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Sim;MONTAGEM;Corte Armação MEI
1072;POP.760;Controle de Parâmetros - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;;2022-05-19;2022-06-15;2026-06-15;2026-09-14;Sim;MONTAGEM;Corte Armação MEI
1073;POP.761;Limpieza y Mantenimiento - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;;2022-05-19;2022-08-18;2026-08-18;2026-11-16;Sim;;
1074;POP.762;Calibración Operativa - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;1;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Sim;;
1075;POP.763;Control de Parámetros - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Edgar Casallas;;2022-05-19;2022-06-15;2026-06-15;2026-09-14;Sim;;
1076;POP.764;Manual Operacional - Inspeção Final - Lab Rio;;09-Inspeção Final;Procedimento Operacional Padrão;Deyved Silva;;2022-05-27;2022-05-31;2026-06-08;2026-09-07;Sim;HMC;0
1077;POP.765;Manual Operacional - Rastreabilidade de Pedidos - Lab Rio;;LabRio;Procedimento Operacional Padrão;Renan Barbosa;1;2025-04-17;2025-04-23;2026-04-23;2026-07-22;Sim;;
1078;POP.766;Manual Operacional - Abertura de Perdas Internas - LabRio;;LabRio;Procedimento Operacional Padrão;Maria Riclecia da Silva;;2022-06-17;2022-06-20;2025-09-22;2025-12-25;Sim;;
1079;POP.769;Limpieza y Mantenimiento - EzFit;;EzFit;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-08-18;2026-06-10;2026-09-09;Sim;;
1080;POP.770;Calibración Operativa - EzFit;;EzFit;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-06-30;2026-06-10;2026-09-09;Sim;;
1081;POP.771;Limpeza e Manutenção - MEI 641;;MEI 641;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-08-08;2026-08-10;2026-11-09;Sim;MONTAGEM;0
1082;POP.772;Calibração Operacional - MEI 641;;MEI 641;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-06-30;2026-06-30;2026-09-29;Sim;MONTAGEM;0
1083;POP.773;Calibración Operativa - MEI 641;;MEI 641;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-06-30;2026-06-30;2026-09-29;Sim;;
1084;POP.774;Limpieza y Mantenimiento - MEI 641;;MEI 641;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-22;2022-08-18;2026-08-18;2026-11-16;Sim;;
1085;POP.775;Manual Operacional - Bisphera;;MEI Bisphera;Procedimento Operacional Padrão;Nathália Brandão;;2022-06-22;2022-06-23;2026-06-23;2026-09-22;Sim;MONTAGEM;Corte Armação MEI
1086;POP.776;Limpeza e Manutenção - LT1200;;LT 1200;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-23;2023-02-17;2026-02-17;2026-05-17;Sim;MONTAGEM;Leitura no Tracer
1087;POP.778;Limpieza y Mantenimiento - LT 1200;;LT 1200;Procedimento Operacional Padrão;Edgar Casallas;;2022-06-23;2023-02-17;2026-02-17;2026-05-17;Sim;;
1088;POP.779;Calibración Operativa - LT 1200;;LT 1200;Procedimento Operacional Padrão;Edgar Casallas;1;2022-06-30;2022-07-01;2026-06-10;2026-09-09;Sim;;
1089;POP.780;Manual Operacional -  Clareamento de Lentes da Coloração;;04-COLORAÇÃO;Procedimento Operacional Padrão;Renan Barbosa;;2022-06-30;2023-01-18;2026-01-18;2026-04-17;Sim;COLORAÇÃO;COLORAÇÃO
1090;POP.781;Manual Operacional - Análise Técnica Pré venda - Technopark;;Technopark;Procedimento Operacional Padrão;Guilherme Alves;1;2024-03-26;2024-04-09;2026-04-09;2026-07-08;Sim;;
1091;POP.782;Manual Operacional - Liberação de Lentes Prontas e Blocos do Estoque - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;2;2024-02-01;2024-04-09;2026-04-09;2026-07-08;Sim;;
1092;POP.783;Manual Operacional - Processo de Certificação e Faturamento da Expedição - Technopark;;Technopark;Procedimento Operacional Padrão;Rodrigo Lima;2;2024-02-01;2024-02-19;2026-02-18;2026-11-11;Sim;;
1093;POP.784;Manual Operacional - Controle de Urgência da Produção - Technopark;;Technopark;Procedimento Operacional Padrão;Rodrigo Lima;3;2025-09-11;2025-10-28;2026-10-28;2027-01-26;Sim;;
1094;POP.785;Manual Operacional - Reembalagem de Serviços;;Controle de Qualidade;Procedimento Operacional Padrão;Leandro Augusto;;2022-09-30;2022-10-18;2025-10-18;2026-01-19;Sim;QUALIDADE;0
1095;POP.786;Teste de Extrato Seco - OHAUS MB;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;1;2025-02-12;2025-05-30;2026-05-30;2026-08-28;Sim;;
1096;POP.787;Limpieza y Matenimiento - ES3.ES4;;ES3/ES4;Procedimento Operacional Padrão;Edgar Casallas;;2022-08-30;2022-08-31;2026-06-10;2026-09-09;Sim;;
1097;POP.788;Calibración Operativa - ES3.ES4;;ES3/ES4;Procedimento Operacional Padrão;Edgar Casallas;;2022-08-30;2022-08-31;2026-06-10;2026-09-09;Sim;;
1098;POP.789;Limpeza e Manutenção - ES3.ES4;;ES3/ES4;Procedimento Operacional Padrão;Edgar Casallas;;2022-08-30;2022-11-25;2025-11-25;2026-02-23;Sim;;
1099;POP.790;Calibração Operacional - ES3.ES4;;ES3/ES4;Procedimento Operacional Padrão;Edgar Casallas;;2022-08-30;2022-11-25;2025-11-25;2026-02-23;Sim;;
1100;POP.791;Limpeiza y Matenimiento - 3B Blocker;;3B Blocker;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-05;2023-02-17;2026-02-17;2026-05-17;Sim;;
1101;POP.792;Limpeza e Manutenção - 3B Blocker;;3B Blocker;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-05;2023-02-17;2026-02-17;2026-05-17;Sim;MONTAGEM;0
1102;POP.793;Manual Operacional - Envio de Testes para EQC;;08-EQC;Procedimento Operacional Padrão;Jessika Menacho;8;2025-09-17;2025-09-17;2026-09-17;2026-12-16;Sim;HMC;QUALIDADE
1103;POP.796;Limpeza e Manutenção - Bloqueadoras;;Outros;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-14;2022-11-25;2025-11-25;2026-02-23;Sim;MONTAGEM;0
1104;POP.797;Limpeiza y Matenimiento - Bloqueadoras;;Outros;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Sim;;
1105;POP.798;Limpeza e Manutenção - Mr.Blue;;Outros;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Sim;MONTAGEM;Leitura no Tracer
1106;POP.799;Limpeiza y Matenimiento - Mr.Blue;;Outros;Procedimento Operacional Padrão;Edgar Casallas;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Sim;;
1107;POP.800;Manual Operativa - Mr. Orange;;Mr. Orange;Procedimento Operacional Padrão;Renan Barbosa;;2022-09-30;2023-07-17;2026-07-16;2026-10-15;Sim;;
1108;POP.801;Manual Operacional - Mr. Orange;;Mr. Orange;Procedimento Operacional Padrão;Renan Barbosa;;2022-09-30;2024-04-17;2026-04-17;2026-07-16;Sim;;
1109;POP.802;Monitoramento de Realimentação do Cliente - Technopark;;Technopark;Procedimento Operacional Padrão;Aline Franco;2;2023-01-11;2023-01-12;2026-05-11;2026-07-10;Sim;;
1110;POP.803;Teste de Viscosidade - Automático com Brookfield DV2TLV;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;2;2023-07-31;2023-12-28;2025-12-27;2026-04-17;Sim;HMC;Teste de Qualidade HC
1111;POP.804;Manual Operacional - Rastreabilidade de Pedidos - Grown;;Grown;Procedimento Operacional Padrão;Michel Vieira;;2022-10-28;2022-12-06;2025-12-06;2026-03-05;Sim;;
1112;POP.805;Manual Operacional - Rastreabilidade de Pedidos - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;3;2025-06-09;2025-08-29;2026-08-29;2026-11-27;Sim;;
1113;POP.806;Manual Operacional - Digitação de Entrada, Alteração e Cancelamento de Pedidos - Grown;;Grown;Procedimento Operacional Padrão;Angela Pinto;1;2023-07-18;2023-10-02;2025-10-01;2025-12-30;Sim;;
1114;POP.807;Limpeza e Manutenção - D9 PAC Mithril 1.6;;D9 PAC;Procedimento Operacional Padrão;Fernando Maciel;;2022-11-10;2023-03-03;2026-03-02;2026-05-31;Sim;;
1115;POP.808;Preparação de Químicos  - DP PAC Mithril 1.6;;D9 PAC;Procedimento Operacional Padrão;Fernando Maciel;;2022-11-10;2023-03-03;2026-03-02;2026-05-31;Sim;;
1116;POP.810;Rastreabilidade de Pedidos - Ceditop;;Ceditop;Procedimento Operacional Padrão;Leticia Santos;3;2023-07-31;2023-08-01;2025-10-11;2025-12-11;Sim;;
1117;POP.811;Monitoramento de Realimentação do Cliente - Ceditop;;Ceditop;Procedimento Operacional Padrão;Leticia Santos;2;2023-06-26;2023-06-27;2026-06-26;2026-09-25;Sim;;
1118;POP.812;Manual Operacional - Controle de Temperatura (DataLogger) de Armazenamento - Primers e Vernizes - Repro;;Repro;Procedimento Operacional Padrão;Ruanyta Goulart;1;2025-05-30;2025-06-13;2026-06-13;2026-09-11;Sim;;
1119;POP.813;Monitoramento de Realimentação do Cliente - Repro;;Repro;Procedimento Operacional Padrão;Laura Vaz;2;2024-08-08;2024-08-09;2026-08-10;2026-11-09;Sim;;
1120;POP.814;Manual Operacional - Produto Não Conforme (Produção) - Grown;;Grown;Procedimento Operacional Padrão;Michel Vieira;;2022-12-06;2022-12-13;2025-12-13;2026-03-12;Sim;;
1121;POP.815;Manual Operacional - Devolução com Nota Fiscal - Grown;;Grown;Procedimento Operacional Padrão;Iara Almeida;2;2025-06-12;2025-06-30;2026-06-30;2026-09-28;Sim;;
1122;POP.817;Manual Operacional - Retornos Recebidos pelo SAC - Grown;;Grown;Procedimento Operacional Padrão;Ronald Witzke;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Sim;;
1123;POP.818;Manual Operacional - Tratativa de Pendências de Pedidos com Montagem - Grown;;Grown;Procedimento Operacional Padrão;Renata Adreolli;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Sim;;
1124;POP.819;Manual Operacional - Tratativa de Pendências de Pedidos com Surfaçagem - Grown;;Grown;Procedimento Operacional Padrão;Renata Adreolli;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Sim;;
1125;POP.820;Manual Operacional - Pedidos Urgentes - Grown;;Grown;Procedimento Operacional Padrão;Angela Pinto;;2022-12-06;2022-12-07;2025-12-07;2026-03-06;Sim;;
1126;POP.821;Manual Operacional - Expedição de Pedidos - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;1;2024-12-26;2025-01-13;2026-01-13;2026-04-13;Sim;;
1127;POP.822;Manual Operacional - Sala de Armação - Grown;;Grown;Procedimento Operacional Padrão;Robson Silva;;2022-12-06;2022-12-07;2025-12-07;2026-03-06;Sim;;
1128;POP.823;Manual Operacional - Recebimento de Mercadoria - Grown;;Grown;Procedimento Operacional Padrão;Sonia Lima;1;2023-07-18;2023-10-02;2025-10-01;2025-12-30;Sim;;
1129;POP.824;Manual Operacional - Embalagem da Surfaçagem - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;3;2025-05-20;2025-05-29;2026-05-29;2026-08-27;Sim;;
1130;POP.825;Manual Operacional - Processo de Quebra, Retrabalho e Liberado com Concessão - Ceditop;;Ceditop;Procedimento Operacional Padrão;João Martins;;2022-12-13;2022-12-16;2025-12-16;2026-03-15;Sim;;
1131;POP.826;Manual Operacional - Comunicação com o Cliente - Ceditop;;Ceditop;Procedimento Operacional Padrão;João Martins;;2022-12-13;2022-12-16;2025-12-16;2026-03-15;Sim;;
1132;POP.827;Curva Teórica Crizal Rock;;00-Curvas de Antirreflexo;Procedimento Operacional Padrão;Carlos Anselme;;2022-12-20;2023-06-02;2026-06-01;2026-08-31;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
1133;POP.828;Manual Operacional - Atendimento do SAC - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;2;2024-03-26;2024-04-09;2026-04-09;2026-07-08;Sim;;
1134;POP.830;Manual Operacional - Recebimento de Mercadoria - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;1;2023-01-30;2023-02-06;2026-02-06;2026-05-06;Sim;;
1135;POP.831;Manual Operacional - Recebimento de Produtos e Insumos - LabRio;;LabRio;Procedimento Operacional Padrão;Evellyn Santos;1;2023-06-22;2023-10-02;2025-10-01;2025-12-30;Sim;;
1136;POP.832;Teste de Extrato Seco - i-Thermo 163L Bel;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;2;2025-04-22;2025-05-30;2026-05-30;2026-08-28;Sim;HMC;Teste de Qualidade HC
1137;POP.834;Manual Operacional - Compra de Matéria Prima - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;2;2023-10-31;2024-02-19;2026-02-18;2026-05-19;Sim;;
1138;POP.835;Manual Operacional - Compras Indiretas - Technopark;;Technopark;Procedimento Operacional Padrão;Benicio Souza;1;2024-02-28;2024-04-09;2026-04-09;2026-07-08;Sim;;
1139;POP.836;Teste de Viscosidade - Automático com Brookfield DV -II+ PRO, DV-I+ e DV-I;;Testes HC;Procedimento Operacional Padrão;Jessika Menacho;1;2023-04-06;2023-08-18;2025-08-17;2026-04-17;Sim;HMC;Teste de Qualidade HC
1140;POP.837;Manual Operacional - Faturamento - Grown;;Grown;Procedimento Operacional Padrão;Luis Felipe;2;2024-10-31;2024-11-04;2025-11-04;2026-02-02;Sim;;
1141;POP.838;Calibração Operacional - E-Tess e Nidek LT-980 – Sistema SIOU;;Geral;Procedimento Operacional Padrão;Felipe Costa;1;2023-07-04;2023-11-22;2025-11-21;2026-02-19;Sim;MONTAGEM;PCP Tracer
1142;POP.839;Manual Operacional - E-Tess e Nidek LT-980;;Geral;Procedimento Operacional Padrão;Felipe Costa;;2023-02-17;2023-03-17;2025-03-16;2026-09-18;Sim;MONTAGEM;Leitura no Tracer
1143;POP.840;Manual Operacional - Reclamação e Elogio de Clientes - Technopark;;Technopark;Procedimento Operacional Padrão;Aline Franco;1;2024-03-07;2024-04-09;2026-04-09;2026-07-08;Sim;;
1144;POP.841;Manual Operacional - Cancelamento de Pedido no Estoque - Technopark;;Technopark;Procedimento Operacional Padrão;Felipe Costa;;2023-03-03;2023-03-10;2026-05-22;2026-08-21;Sim;;
1145;POP.842;Comunicação com o Cliente - Grown;;Grown;Procedimento Operacional Padrão;Angela Pinto;1;2024-06-10;2024-06-17;2026-06-17;2026-09-16;Sim;;
1146;POP.843;Manual Operacional - Recuperação de Alloy e Distribuição de porta bloco (Central de Alloy);;08-Desblocadora;Procedimento Operacional Padrão;Felipe Costa;;2023-03-10;2023-03-17;2026-06-09;2026-09-08;Sim;SURFAÇAGEM;Desblocagem
1147;POP.844;;;;;;;;;;;;;
1148;POP.845;Manual Operacional – Auditoria Técnica;;SAC;Procedimento Operacional Padrão;Marília Novais;;2023-03-22;2023-06-26;2026-06-25;2026-09-24;Sim;QUALIDADE;AUDITORIA
1149;POP.846;Manual Operacional - Encaixe de Lentes na Armação Acetato;;Montagem e Inspeção;Procedimento Operacional Padrão;Edgar Casallas;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Sim;MONTAGEM;Encaixe
1150;POP.847;Manual Operacional - Encaixe de Lentes na Armação 3 Peças;;Montagem e Inspeção;Procedimento Operacional Padrão;Edgar Casallas;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Sim;MONTAGEM;Encaixe
1151;POP.848;Manual Operacional - Encaixe de Lentes na Armação Metal;;Montagem e Inspeção;Procedimento Operacional Padrão;Edgar Casallas;1;2023-05-05;2023-05-05;2026-05-04;2026-08-03;Sim;MONTAGEM;Encaixe
1152;POP.849;Manual Operacional - Encaixe de Lentes na Armação Nylon;;Montagem e Inspeção;Procedimento Operacional Padrão;Edgar Casallas;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Sim;MONTAGEM;Encaixe
1153;POP.852;Manual Operacional - Conferência de Mesa - Grown;;Grown;Procedimento Operacional Padrão;Luis Paulo;1;2024-04-02;2024-04-09;2026-04-10;2026-07-09;Sim;;
1154;POP.853;Manual Operacional - Separação de Blocos - Grown;;Grown;Procedimento Operacional Padrão;Luis Paulo;1;2024-04-02;2024-04-09;2026-04-10;2026-07-09;Sim;;
1155;POP.854;Manual Operacional - Caixas da Produção - LabRio;;LabRio;Procedimento Operacional Padrão;Evellyn Santos;;2023-04-17;2023-05-31;2025-09-27;2025-12-27;Sim;;
1156;POP.855;Manual Operacional - Separação do Estoque - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Melissa Grandolfo;;2023-04-24;2023-04-26;2025-04-25;2025-12-31;Sim;;
1157;POP.856;Manual Operacional - Rastreabilidade de Pedidos - Digitop;;digiTOP;Procedimento Operacional Padrão;Nickolle Rodrigues;1;2024-06-12;2024-06-18;2026-06-18;2026-09-17;Sim;;
1158;POP.857;Manual Operacional - Ticket e Envelope na Produção - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-25;2023-04-27;2026-04-27;2026-07-27;Sim;;
1159;POP.858;Manual Operacional - Sala de Armação sem Aro - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-26;2023-04-27;2026-04-27;2026-07-27;Sim;;
1160;POP.859;Manual Operacional  - Entrada e Impressão de Serviços - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-26;2023-08-03;2026-08-03;2026-11-02;Sim;;
1161;POP.860;Manual Operacional - Sala de Armação com Aro - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-26;2023-04-27;2025-04-26;2025-12-31;Sim;;
1162;POP.861;Manual Operacional - Recebimento, Triagem e Armazenamento de Serviços - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Rafael Medeiros;1;2023-08-11;2023-08-18;2026-08-17;2026-11-16;Sim;;
1163;POP.862;Manual Operacional - Embalagem dos Produtos - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sim;;
1164;POP.863;Manual Operacional - Entrada de Serviços na Monatgem - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sim;;
1165;POP.864;Manual Operacional - Armazenagem da Armação na BIN - Sumaré Laboratório;;Sumaré Laboratório;Procedimento Operacional Padrão;Jesse Rodrigues;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sim;;
1166;POP.865;Manual Operacional - Separação de Pedidos - Sumaré CD;;Sumaré CD;Procedimento Operacional Padrão;Denise Miranda;2;2025-07-07;2025-07-15;2026-07-15;2026-10-13;Sim;;
